GEO_ID,State ID,County ID,Census Tract ID,NAME,State Total,Total Non-White,Unemployment Rate Ages 16+,Total Population,Total Population Under 5,Total Population over 64,Total Households,Total Households Below Poverty,Estimate!!Total!!All households,Estimate!!Limited English-speaking households!!All households,Total Households,Housing Burdened Homes,Total,Total Less Than High School Education
1400000US37105030401,37,105,37105030401,"Census Tract 304.01, Lee County, North Carolina",4315,3152,2.4,4315,509,547,1550,266,1550,189,831,141,2712,687
1400000US37105030402,37,105,37105030402,"Census Tract 304.02, Lee County, North Carolina",7871,4993,8.5,7871,569,1655,2998,563,2998,259,1847,300,5298,1124
1400000US37105030502,37,105,37105030502,"Census Tract 305.02, Lee County, North Carolina",2258,917,3.6,2258,48,305,882,74,882,60,673,85,1562,232
1400000US37105030504,37,105,37105030504,"Census Tract 305.04, Lee County, North Carolina",4795,1199,8.4,4795,469,512,1764,399,1764,4,1302,129,3433,423
1400000US37105030505,37,105,37105030505,"Census Tract 305.05, Lee County, North Carolina",2818,860,3.4,2818,45,556,1110,109,1110,0,780,125,2049,272
1400000US37105030506,37,105,37105030506,"Census Tract 305.06, Lee County, North Carolina",1710,1059,8,1710,145,98,526,73,526,28,178,34,994,308
1400000US37105030507,37,105,37105030507,"Census Tract 305.07, Lee County, North Carolina",3543,963,6.9,3543,91,1074,1585,95,1585,30,1270,328,2785,44
1400000US37105030601,37,105,37105030601,"Census Tract 306.01, Lee County, North Carolina",3522,776,1.2,3522,206,612,1290,49,1290,0,1229,200,2472,77
1400000US37105030602,37,105,37105030602,"Census Tract 306.02, Lee County, North Carolina",5804,1453,3.2,5804,245,717,2333,172,2333,0,1483,308,4151,298
1400000US37105030702,37,105,37105030702,"Census Tract 307.02, Lee County, North Carolina",5138,1232,4.6,5138,231,839,1912,233,1912,47,1335,145,3342,551
1400000US37105030703,37,105,37105030703,"Census Tract 307.03, Lee County, North Carolina",1771,359,1.8,1771,23,564,745,54,745,0,653,233,1410,107
1400000US37105030704,37,105,37105030704,"Census Tract 307.04, Lee County, North Carolina",2982,971,12.9,2982,283,594,1226,122,1226,0,661,103,1837,185
1400000US37107010100,37,107,37107010100,"Census Tract 101, Lenoir County, North Carolina",3756,2557,7.6,3756,197,754,1632,470,1632,0,1094,246,2922,493
1400000US37107010200,37,107,37107010200,"Census Tract 102, Lenoir County, North Carolina",2307,2185,25.6,2307,143,646,1031,382,1031,0,571,265,1448,271
1400000US37107010300,37,107,37107010300,"Census Tract 103, Lenoir County, North Carolina",1323,1313,35.5,1323,200,89,543,335,543,0,63,39,611,225
1400000US37107010400,37,107,37107010400,"Census Tract 104, Lenoir County, North Carolina",938,938,28.9,938,18,123,505,123,505,13,174,14,824,188
1400000US37107010500,37,107,37107010500,"Census Tract 105, Lenoir County, North Carolina",3560,3297,15.6,3560,328,700,1361,454,1361,0,384,127,2082,454
1400000US37107010600,37,107,37107010600,"Census Tract 106, Lenoir County, North Carolina",3552,2572,11.6,3552,318,824,1210,266,1210,0,721,293,2282,279
1400000US37107010700,37,107,37107010700,"Census Tract 107, Lenoir County, North Carolina",1946,1608,3.5,1946,33,395,1161,461,1161,31,228,40,1656,455
1400000US37107010800,37,107,37107010800,"Census Tract 108, Lenoir County, North Carolina",4881,1914,8.4,4881,132,1717,2191,350,2191,71,1096,185,3885,586
1400000US37107010900,37,107,37107010900,"Census Tract 109, Lenoir County, North Carolina",3275,2259,9.1,3275,51,558,1149,259,1149,0,789,202,2088,634
1400000US37107011001,37,107,37107011001,"Census Tract 110.01, Lenoir County, North Carolina",4124,1438,7.1,4124,160,1009,1884,228,1884,0,1177,208,3115,387
1400000US37107011002,37,107,37107011002,"Census Tract 110.02, Lenoir County, North Carolina",4070,923,2,4070,163,741,1671,191,1671,47,980,171,2848,452
1400000US37107011100,37,107,37107011100,"Census Tract 111, Lenoir County, North Carolina",6081,3320,13.6,6081,604,705,2172,306,2172,0,1264,156,4014,988
1400000US37107011201,37,107,37107011201,"Census Tract 112.01, Lenoir County, North Carolina",2736,718,4.5,2736,110,527,1247,182,1247,37,874,143,2061,359
1400000US37107011202,37,107,37107011202,"Census Tract 112.02, Lenoir County, North Carolina",4186,820,4.3,4186,248,636,1439,238,1439,59,909,138,2634,341
1400000US37107011301,37,107,37107011301,"Census Tract 113.01, Lenoir County, North Carolina",1568,682,13.5,1568,87,335,676,134,676,73,483,53,1183,171
1400000US37107011302,37,107,37107011302,"Census Tract 113.02, Lenoir County, North Carolina",3486,1131,5.5,3486,145,547,1255,334,1255,0,1007,165,2192,570
1400000US37107011400,37,107,37107011400,"Census Tract 114, Lenoir County, North Carolina",3555,840,1.3,3555,158,636,1640,392,1640,97,1233,221,2616,450
1400000US37109070100,37,109,37109070100,"Census Tract 701, Lincoln County, North Carolina",5261,1870,10.2,5261,507,805,2149,547,2149,93,982,247,3625,501
1400000US37109070201,37,109,37109070201,"Census Tract 702.01, Lincoln County, North Carolina",5107,2257,4.8,5107,434,542,2088,455,2088,117,802,162,3295,559
1400000US37109070202,37,109,37109070202,"Census Tract 702.02, Lincoln County, North Carolina",3227,730,2.7,3227,106,586,1308,88,1308,97,1161,213,2362,212
1400000US37109070300,37,109,37109070300,"Census Tract 703, Lincoln County, North Carolina",3885,942,7.1,3885,174,982,1632,206,1632,67,1113,177,2855,414
1400000US37109070400,37,109,37109070400,"Census Tract 704, Lincoln County, North Carolina",5788,735,6.2,5788,331,1037,2446,439,2446,99,2100,289,4351,852
1400000US37109070500,37,109,37109070500,"Census Tract 705, Lincoln County, North Carolina",4954,238,6.2,4954,233,1106,1970,172,1970,0,1592,161,3794,703
1400000US37109070600,37,109,37109070600,"Census Tract 706, Lincoln County, North Carolina",4661,784,2.9,4661,112,983,1683,208,1683,0,1432,174,3358,509
1400000US37109070700,37,109,37109070700,"Census Tract 707, Lincoln County, North Carolina",3609,512,7.3,3609,248,650,1344,96,1344,0,1170,92,2342,228
1400000US37109070800,37,109,37109070800,"Census Tract 708, Lincoln County, North Carolina",6942,1880,4.2,6942,256,1038,2818,518,2818,97,1918,417,5476,742
1400000US37109070901,37,109,37109070901,"Census Tract 709.01, Lincoln County, North Carolina",3588,155,4.2,3588,162,560,1245,102,1245,0,1059,145,2455,256
1400000US37109070902,37,109,37109070902,"Census Tract 709.02, Lincoln County, North Carolina",6862,698,2.4,6862,189,941,2630,139,2630,0,2190,348,4493,284
1400000US37109071001,37,109,37109071001,"Census Tract 710.01, Lincoln County, North Carolina",4945,1017,5.5,4945,345,688,1837,170,1837,0,1470,232,3353,441
1400000US37109071002,37,109,37109071002,"Census Tract 710.02, Lincoln County, North Carolina",2751,296,4.2,2751,204,451,1023,188,1023,0,899,134,1937,437
1400000US37109071101,37,109,37109071101,"Census Tract 711.01, Lincoln County, North Carolina",5868,394,3,5868,339,929,2530,379,2530,9,1677,339,4383,334
1400000US37109071102,37,109,37109071102,"Census Tract 711.02, Lincoln County, North Carolina",7134,643,2.5,7134,195,1572,2716,88,2716,41,2406,138,5247,219
1400000US37109071201,37,109,37109071201,"Census Tract 712.01, Lincoln County, North Carolina",1802,87,3.7,1802,75,459,782,19,782,0,676,120,1438,49
1400000US37109071202,37,109,37109071202,"Census Tract 712.02, Lincoln County, North Carolina",3726,276,3.5,3726,162,1081,1605,57,1605,0,1477,328,3094,67
1400000US37109071203,37,109,37109071203,"Census Tract 712.03, Lincoln County, North Carolina",5560,155,3.2,5560,281,1040,2057,66,2057,0,1803,268,3844,48
1400000US37111970101,37,111,37111970101,"Census Tract 9701.01, McDowell County, North Carolina",2496,434,20,2496,440,502,913,95,913,0,655,59,1714,401
1400000US37111970102,37,111,37111970102,"Census Tract 9701.02, McDowell County, North Carolina",3703,403,3.1,3703,179,654,1406,45,1406,65,1085,112,2566,349
1400000US37111970200,37,111,37111970200,"Census Tract 9702, McDowell County, North Carolina",4409,273,2.7,4409,197,967,1906,286,1906,0,1539,297,3316,488
1400000US37111970300,37,111,37111970300,"Census Tract 9703, McDowell County, North Carolina",3327,759,10,3327,146,723,1333,167,1333,3,957,208,2373,394
1400000US37111970400,37,111,37111970400,"Census Tract 9704, McDowell County, North Carolina",2426,737,8.4,2426,54,420,1094,224,1094,48,599,97,1745,397
1400000US37111970500,37,111,37111970500,"Census Tract 9705, McDowell County, North Carolina",3639,988,7.2,3639,214,750,1741,207,1741,42,957,120,2757,305
1400000US37111970600,37,111,37111970600,"Census Tract 9706, McDowell County, North Carolina",3532,378,1.3,3532,104,486,1378,226,1378,0,1135,189,2353,312
1400000US37111970700,37,111,37111970700,"Census Tract 9707, McDowell County, North Carolina",4191,578,2.2,4191,214,1233,1885,255,1885,30,1417,172,3257,391
1400000US37111970800,37,111,37111970800,"Census Tract 9708, McDowell County, North Carolina",4323,139,12.2,4323,183,1150,1884,197,1884,0,1393,82,3550,338
1400000US37111970902,37,111,37111970902,"Census Tract 9709.02, McDowell County, North Carolina",4184,144,3,4184,155,901,1747,256,1747,0,1438,79,3152,482
1400000US37111970903,37,111,37111970903,"Census Tract 9709.03, McDowell County, North Carolina",5445,618,6.7,5445,200,780,1858,150,1858,0,1415,258,3848,710
1400000US37111970904,37,111,37111970904,"Census Tract 9709.04, McDowell County, North Carolina",2852,333,8.1,2852,199,512,1064,213,1064,0,735,96,1945,189
1400000US37113970100,37,113,37113970100,"Census Tract 9701, Macon County, North Carolina",3094,138,3.3,3094,180,800,1285,119,1285,23,1067,154,2155,109
1400000US37113970200,37,113,37113970200,"Census Tract 9702, Macon County, North Carolina",4556,247,7.2,4556,291,1261,1916,316,1916,1,1517,343,3325,337
1400000US37113970302,37,113,37113970302,"Census Tract 9703.02, Macon County, North Carolina",4496,926,0.6,4496,166,1214,2070,206,2070,42,1396,181,3361,402
1400000US37113970303,37,113,37113970303,"Census Tract 9703.03, Macon County, North Carolina",1867,290,7,1867,75,534,836,75,836,0,689,84,1376,171
1400000US37113970304,37,113,37113970304,"Census Tract 9703.04, Macon County, North Carolina",2342,234,6.7,2342,121,497,1409,424,1409,3,971,147,1836,386
1400000US37113970400,37,113,37113970400,"Census Tract 9704, Macon County, North Carolina",3827,289,3.8,3827,225,889,1911,396,1911,8,1427,402,2798,164
1400000US37113970501,37,113,37113970501,"Census Tract 9705.01, Macon County, North Carolina",1642,91,2.1,1642,57,757,961,98,961,6,623,114,1407,113
1400000US37113970502,37,113,37113970502,"Census Tract 9705.02, Macon County, North Carolina",1985,187,1.9,1985,71,851,1055,168,1055,10,714,133,1757,196
1400000US37113970600,37,113,37113970600,"Census Tract 9706, Macon County, North Carolina",6177,729,4.9,6177,265,1694,2768,411,2768,66,2179,258,4684,571
1400000US37113970700,37,113,37113970700,"Census Tract 9707, Macon County, North Carolina",6546,1124,4,6546,200,1828,2950,754,2950,0,1804,428,4787,617
1400000US37115010100,37,115,37115010100,"Census Tract 101, Madison County, North Carolina",2596,151,2.1,2596,97,683,1066,211,1066,0,874,355,1862,339
1400000US37115010200,37,115,37115010200,"Census Tract 102, Madison County, North Carolina",2465,46,6.7,2465,104,536,980,172,980,0,715,173,1905,152
1400000US37115010400,37,115,37115010400,"Census Tract 104, Madison County, North Carolina",1531,103,4.2,1531,55,402,694,148,694,0,544,99,1203,90
1400000US37115010500,37,115,37115010500,"Census Tract 105, Madison County, North Carolina",3781,307,0.5,3781,389,840,1543,252,1543,0,1152,137,2845,456
1400000US37115010601,37,115,37115010601,"Census Tract 106.01, Madison County, North Carolina",2592,223,7.2,2592,108,570,958,143,958,0,759,79,1697,163
1400000US37115010602,37,115,37115010602,"Census Tract 106.02, Madison County, North Carolina",4815,221,0.3,4815,155,862,1725,264,1725,2,1144,180,3240,174
1400000US37115010700,37,115,37115010700,"Census Tract 107, Madison County, North Carolina",3489,429,2.6,3489,61,855,1314,150,1314,0,960,164,2636,231
1400000US37117970100,37,117,37117970100,"Census Tract 9701, Martin County, North Carolina",4460,1715,8.5,4460,294,979,1830,341,1830,0,1388,294,3001,464
1400000US37117970200,37,117,37117970200,"Census Tract 9702, Martin County, North Carolina",3375,1684,23.3,3375,105,855,1556,384,1556,29,900,136,2481,471
1400000US37117970300,37,117,37117970300,"Census Tract 9703, Martin County, North Carolina",3871,2259,4.4,3871,288,1009,1646,445,1646,10,957,348,2658,382
1400000US37117970400,37,117,37117970400,"Census Tract 9704, Martin County, North Carolina",2071,1255,8.7,2071,62,685,989,152,989,0,664,180,1758,390
1400000US37117970500,37,117,37117970500,"Census Tract 9705, Martin County, North Carolina",4987,1531,9.9,4987,252,832,1739,212,1739,0,1243,142,3477,433
1400000US37117970600,37,117,37117970600,"Census Tract 9706, Martin County, North Carolina",3449,2325,7.7,3449,162,814,1502,317,1502,5,935,254,2705,674
1400000US37119000101,37,119,37119000101,"Census Tract 1.01, Mecklenburg County, North Carolina",1159,589,2.1,1159,0,86,707,70,707,0,42,21,818,0
1400000US37119000102,37,119,37119000102,"Census Tract 1.02, Mecklenburg County, North Carolina",2409,762,0,2409,0,128,1664,128,1664,0,321,13,1862,0
1400000US37119000103,37,119,37119000103,"Census Tract 1.03, Mecklenburg County, North Carolina",2163,1100,2.4,2163,86,69,1018,0,1018,21,275,0,1461,13
1400000US37119000104,37,119,37119000104,"Census Tract 1.04, Mecklenburg County, North Carolina",1256,165,0,1256,0,137,876,71,876,9,487,103,1211,9
1400000US37119000301,37,119,37119000301,"Census Tract 3.01, Mecklenburg County, North Carolina",703,140,4.4,703,7,37,555,31,555,49,88,18,670,0
1400000US37119000302,37,119,37119000302,"Census Tract 3.02, Mecklenburg County, North Carolina",895,525,1.8,895,43,160,623,185,623,29,117,15,750,112
1400000US37119000401,37,119,37119000401,"Census Tract 4.01, Mecklenburg County, North Carolina",1678,392,2.2,1678,46,93,1071,102,1071,0,112,35,1167,18
1400000US37119000402,37,119,37119000402,"Census Tract 4.02, Mecklenburg County, North Carolina",2059,287,0,2059,11,11,1262,104,1262,0,47,0,1097,0
1400000US37119000501,37,119,37119000501,"Census Tract 5.01, Mecklenburg County, North Carolina",2100,627,6.7,2100,0,7,874,33,874,0,251,80,1310,8
1400000US37119000502,37,119,37119000502,"Census Tract 5.02, Mecklenburg County, North Carolina",1420,602,0,1420,120,6,809,152,809,0,66,11,753,4
1400000US37119000503,37,119,37119000503,"Census Tract 5.03, Mecklenburg County, North Carolina",1674,837,0.1,1674,0,533,1088,314,1088,39,413,48,1463,251
1400000US37119000600,37,119,37119000600,"Census Tract 6, Mecklenburg County, North Carolina",2753,1555,7.6,2753,193,198,1580,356,1580,3,344,38,2036,151
1400000US37119000700,37,119,37119000700,"Census Tract 7, Mecklenburg County, North Carolina",1373,652,0.8,1373,0,47,905,123,905,7,132,34,1194,59
1400000US37119000800,37,119,37119000800,"Census Tract 8, Mecklenburg County, North Carolina",2991,2244,8.4,2991,218,216,1313,255,1313,10,587,116,2162,178
1400000US37119000900,37,119,37119000900,"Census Tract 9, Mecklenburg County, North Carolina",1878,1018,7.1,1878,131,196,824,137,824,0,520,132,1416,218
1400000US37119001000,37,119,37119001000,"Census Tract 10, Mecklenburg County, North Carolina",3066,671,3.7,3066,138,288,1676,64,1676,6,796,99,2520,67
1400000US37119001100,37,119,37119001100,"Census Tract 11, Mecklenburg County, North Carolina",3484,549,2.4,3484,188,248,1696,130,1696,0,710,126,2663,71
1400000US37119001200,37,119,37119001200,"Census Tract 12, Mecklenburg County, North Carolina",5045,2276,5.8,5045,442,479,1992,281,1992,94,1132,199,3389,621
1400000US37119001300,37,119,37119001300,"Census Tract 13, Mecklenburg County, North Carolina",4307,2305,4.9,4307,40,587,1807,204,1807,17,844,135,3442,618
1400000US37119001400,37,119,37119001400,"Census Tract 14, Mecklenburg County, North Carolina",3711,1711,12.1,3711,283,133,1643,78,1643,33,847,139,2652,233
1400000US37119001504,37,119,37119001504,"Census Tract 15.04, Mecklenburg County, North Carolina",6688,5803,9.3,6688,719,731,2574,440,2574,630,1168,399,4623,1671
1400000US37119001505,37,119,37119001505,"Census Tract 15.05, Mecklenburg County, North Carolina",4268,3342,1.8,4268,518,252,1489,128,1489,146,1212,272,2515,630
1400000US37119001507,37,119,37119001507,"Census Tract 15.07, Mecklenburg County, North Carolina",5298,4974,10.8,5298,513,317,1427,396,1427,247,302,84,2750,996
1400000US37119001508,37,119,37119001508,"Census Tract 15.08, Mecklenburg County, North Carolina",6364,5050,6.1,6364,561,828,2403,293,2403,227,1402,261,4038,537
1400000US37119001509,37,119,37119001509,"Census Tract 15.09, Mecklenburg County, North Carolina",3765,3635,14.8,3765,123,617,1137,143,1137,157,758,254,2214,560
1400000US37119001510,37,119,37119001510,"Census Tract 15.10, Mecklenburg County, North Carolina",3444,3263,11.1,3444,158,555,1177,168,1177,98,610,118,2522,426
1400000US37119001603,37,119,37119001603,"Census Tract 16.03, Mecklenburg County, North Carolina",4637,3172,0.8,4637,207,633,1763,312,1763,152,677,56,3226,526
1400000US37119001605,37,119,37119001605,"Census Tract 16.05, Mecklenburg County, North Carolina",1741,1191,4.7,1741,84,160,769,88,769,199,193,25,1368,280
1400000US37119001606,37,119,37119001606,"Census Tract 16.06, Mecklenburg County, North Carolina",4675,3491,5.3,4675,232,637,1515,219,1515,293,565,94,3253,1021
1400000US37119001607,37,119,37119001607,"Census Tract 16.07, Mecklenburg County, North Carolina",2803,2326,0.5,2803,396,423,1092,205,1092,178,237,53,1790,421
1400000US37119001608,37,119,37119001608,"Census Tract 16.08, Mecklenburg County, North Carolina",4224,3637,8.9,4224,311,475,1614,464,1614,215,683,149,2632,714
